company,year,country,production_kt,source
Kobe Steel,2018,Japan,7600.0,gem_capacity_share
Kobe Steel,2019,Japan,7300.0,gem_capacity_share
Kobe Steel,2020,Japan,6600.0,gem_capacity_share
Kobe Steel,2021,Japan,7100.0,gem_capacity_share
Kobe Steel,2022,Japan,6900.0,gem_capacity_share
Kobe Steel,2023,Japan,6800.0,gem_capacity_share
Kobe Steel,2024,Japan,6650.0,gem_capacity_share
Liberty Steel,2021,Australia,1297.3411934552455,gem_capacity_share
Liberty Steel,2021,Czech Republic,1710.779595765159,gem_capacity_share
Liberty Steel,2021,Hungary,760.3464870067372,gem_capacity_share
Liberty Steel,2021,Poland,399.1819056785371,gem_capacity_share
Liberty Steel,2021,Romania,1425.6496631376324,gem_capacity_share
Liberty Steel,2021,United Kingdom,1530.1973051010589,gem_capacity_share
Liberty Steel,2021,United States,776.5038498556304,gem_capacity_share
Liberty Steel,2022,Australia,1036.230750721848,gem_capacity_share
Liberty Steel,2022,Czech Republic,1366.4581328200193,gem_capacity_share
Liberty Steel,2022,Hungary,607.3147256977863,gem_capacity_share
Liberty Steel,2022,Poland,318.8402309913378,gem_capacity_share
Liberty Steel,2022,Romania,1138.7151106833494,gem_capacity_share
Liberty Steel,2022,United Kingdom,1222.2208854667952,gem_capacity_share
Liberty Steel,2022,United States,620.2201636188643,gem_capacity_share
NLMK,2019,Russia,14817.66644693474,gem_capacity_share
NLMK,2019,United States,792.3335530652604,gem_capacity_share
NLMK,2020,Russia,14950.560316413974,gem_capacity_share
NLMK,2020,United States,799.439683586025,gem_capacity_share
NLMK,2021,Russia,16412.392880685562,gem_capacity_share
NLMK,2021,United States,877.6071193144364,gem_capacity_share
NLMK,2022,Russia,15187.870797626894,gem_capacity_share
NLMK,2022,United States,812.1292023731048,gem_capacity_share
NLMK,2023,Russia,13479.23533289387,gem_capacity_share
NLMK,2023,United States,720.7646671061306,gem_capacity_share
NLMK,2024,Russia,12909.69017798286,gem_capacity_share
NLMK,2024,United States,690.3098220171391,gem_capacity_share
Nippon Steel,2014,Brazil,1031.2849707912906,kampmann_scaled
Nippon Steel,2014,Finland,652.1134360063728,kampmann_scaled
Nippon Steel,2014,India,2903.3266064790228,kampmann_scaled
Nippon Steel,2014,Japan,40671.59596388741,kampmann_scaled
Nippon Steel,2014,Sweden,1141.6790228359002,kampmann_scaled
Nippon Steel,2015,Brazil,1029.0623738714817,kampmann_scaled
Nippon Steel,2015,Finland,650.708019118428,kampmann_scaled
Nippon Steel,2015,India,2897.0694370685073,kampmann_scaled
Nippon Steel,2015,Japan,40583.94166224111,kampmann_scaled
Nippon Steel,2015,Sweden,1139.2185077004779,kampmann_scaled
Nippon Steel,2016,Brazil,1026.839776951673,kampmann_scaled
Nippon Steel,2016,Finland,649.3026022304833,kampmann_scaled
Nippon Steel,2016,India,2890.812267657993,kampmann_scaled
Nippon Steel,2016,Japan,40496.287360594804,kampmann_scaled
Nippon Steel,2016,Sweden,1136.757992565056,kampmann_scaled
Nippon Steel,2017,Brazil,1053.5109399893786,kampmann_scaled
